ID,LogFC_x_Cha,LogFC_x_Man,LogFC_x_Kow,LogFC_x_Nor,LogFC_x_Mar,LogFC_x_Wah,LogFC_x_Fla,LogFC_x_Laz,LogFC_x_Ber,LogFC_x_Gro,LogFC_x_Sun,LogFC_x_Kir,Mean,Stdev,Gene,Counts
2847,,,,,,,,,0.8760581898,,,,0.8760581898,,Olfr99,1
2848,5.4653495876,,,,,,,,,,,,5.4653495876,,Tpp2,1
2850,-1.214323092,,,,,,,,,,,,-1.214323092,,Cpsf1,1
2851,,,,,,,,,,,0.4974653964,,0.4974653964,,Asb3,1
2852,,,,,,,,,,,-2.2717528144,,-2.2717528144,,4930520M14Rik,1
2853,,,,,,,,,,,-1.8601447624,,-1.8601447624,,Gm13156,1
2854,,,,,,,,,,,-1.1574293793,,-1.1574293793,,Gm43154,1
2855,,,,,,,,,,,0.5222876841,,0.5222876841,,Slc16a2,1
2856,,,,,,,,,,,-2.3418454664,,-2.3418454664,,Gm28626,1
2857,,,-0.3312679321,,,,,,,,,,-0.3312679321,,Pank4,1
2858,,,,,,,,,,,-0.9233327775,,-0.9233327775,,Gm16897,1
2859,-0.5393263996,,,,,,,,,,,,-0.5393263996,,Ldlrad4,1
2860,-2.2196827055,,,,,,,,,,,,-2.2196827055,,C76554,1
2861,,,,,,,,,,,-2.5981500819,,-2.5981500819,,Gm31659,1
2862,-1.5620410674,,,,,,,,,,,,-1.5620410674,,Edf1,1
2863,,,,-0.5693702078,,,,,,,,,-0.5693702078,,Slc25a5,1
2864,-0.9694429186,,,,,,,,,,,,-0.9694429186,,Mfng,1
2865,,,,,-6.0369040723,,,,,,,,-6.0369040723,,Gm28373,1
2866,,,,,,,,,,,-1.6557226997,,-1.6557226997,,Nsg2,1
2867,,,,,,,,,,,1.8920466089,,1.8920466089,,Dpyd,1
2868,,,,,,,,,,,1.6532137274,,1.6532137274,,Gm45449,1
2869,-2.247911579,,,,,,,,,,,,-2.247911579,,Aph1a,1
2871,-1.0622199344,,,,,,,,,,,,-1.0622199344,,H2-Ke6,1
2872,,,,,,,,,,,1.3921498311,,1.3921498311,,Slc41a2,1
2873,1.360972471,,,,,,,,,,,,1.360972471,,Klhl13,1
2874,,,-0.2800244137,,,,,,,,,,-0.2800244137,,Bnip1,1
2875,,,,,,,,,,,1.9002749868,,1.9002749868,,Hmgb1-ps4,1
2876,,,,1.1862458425,,,,,,,,,1.1862458425,,Tulp4,1
2877,,,,,,,,,,,1.237667325,,1.237667325,,Pak7,1
2878,,,,,-2.5067606063,,,,,,,,-2.5067606063,,Fcgr1,1
2879,,,,,,,,,,,0.7924294058,,0.7924294058,,Creb3l1,1
2880,,,,,0.4852522772,,,,,,,,0.4852522772,,Crip1,1
2881,,,,,,,,,,,0.7258370836,,0.7258370836,,Gm7600,1
2882,0.8341689698,,,,,,,,,,,,0.8341689698,,Pdcd6ip,1
2883,3.1309260103,,,,,,,,,,,,3.1309260103,,Mtap,1
2885,4.1427159836,,,,,,,,,,,,4.1427159836,,Eif3a,1
2886,-1.5031333386,,,,,,,,,,,,-1.5031333386,,Nfix,1
2888,,,,,,,,,,,-1.0569497498,,-1.0569497498,,Car1,1
2889,1.3585619938,,,,,,,,,,,,1.3585619938,,Ube2d3,1
2892,,,,1.2070658037,,,,,,,,,1.2070658037,,Krt8,1
2894,1.4609041061,,,,,,,,,,,,1.4609041061,,Armcx2,1
2895,,,,,,,,,-0.5815205553,,,,-0.5815205553,,Myo1f,1
2896,,,,,-4.9176808655,,,,,,,,-4.9176808655,,Cnr1,1
2897,3.5020157316,,,,,,,,,,,,3.5020157316,,Ugp2,1
2898,,,,,-0.8577660572,,,,,,,,-0.8577660572,,Herc1,1
2899,-1.671833928,,,,,,,,,,,,-1.671833928,,Dhx30,1
2901,,,,,,,,,,,-0.9249001021,,-0.9249001021,,Emp1,1
2902,,,,,-0.8478876011,,,,,,,,-0.8478876011,,Gopc,1
2903,1.8565391905,,,,,,,,,,,,1.8565391905,,Hadh,1
2904,,,,,,,,,,,-1.9444613661,,-1.9444613661,,Gm23608,1
2905,,,,,,,,,,,-1.3256875064,,-1.3256875064,,Bcar1,1
2906,1.8362943655,,,,,,,,,,,,1.8362943655,,Smek2,1
2907,1.69862215,,,,,,,,,,,,1.69862215,,Med19,1
2908,,,,,,,,,,,1.0521567934,,1.0521567934,,Chil5,1
2909,,,,,,,,,,,-1.0632375431,,-1.0632375431,,Nes,1
2910,,,,,,,,,,,-0.7629184924,,-0.7629184924,,Rad54b,1
2911,,,,1.0412319465,,,,,,,,,1.0412319465,,Eya1,1
2912,,,,,,,,,,,8.7038261703,,8.7038261703,,Ighv14-4,1
2913,,,,,,,,,,,-0.5478309252,,-0.5478309252,,C77080,1
2914,-2.9273809248,,,,,,,,,,,,-2.9273809248,,Emilin1,1
2915,,,,,,,,,,,1.1473541472,,1.1473541472,,Kcnj11,1
2916,,,,,,,,,,,10.1619493661,,10.1619493661,,Igkv5-48,1
2917,,,,,,,,,,,0.8281832629,,0.8281832629,,Syt9,1
2918,2.2843912503,,,,,,,,,,,,2.2843912503,,Rmdn3,1
2919,,,,,-1.5129008773,,,,,,,,-1.5129008773,,Cx3cl1,1
2920,,,,,,,,,,,1.4173626836,,1.4173626836,,1110046J04Rik,1
2921,,,,-0.632537541,,,,,,,,,-0.632537541,,Smarcc1,1
2922,-0.4712329764,,,,,,,,,,,,-0.4712329764,,Fam13c,1
2923,,,,,,,,,0.7334691212,,,,0.7334691212,,Gbp2,1
2924,,,,0.6298984204,,,,,,,,,0.6298984204,,2410002F23Rik,1
2925,-0.7213404442,,,,,,,,,,,,-0.7213404442,,Commd1,1
2926,,,,,,,,,,,-1.2598109709,,-1.2598109709,,Cyp27b1,1
2927,,,-0.3094693883,,,,,,,,,,-0.3094693883,,Ezr,1
2928,1.9117053115,,,,,,,,,,,,1.9117053115,,Abi1,1
2930,-1.5688833281,,,,,,,,,,,,-1.5688833281,,Mprip,1
2931,0.9465950987,,,,,,,,,,,,0.9465950987,,Atp6v0c,1
2932,,,,,-0.894485973,,,,,,,,-0.894485973,,Wdfy3,1
2933,,,,,,,,,,,-1.5216459491,,-1.5216459491,,Gm23722,1
2934,,,,,8.5338227288,,,,,,,,8.5338227288,,Ighv8-12,1
2935,,,,0.6229982758,,,,,,,,,0.6229982758,,Crim1,1
2936,,,,,,,,,,,-1.2910147134,,-1.2910147134,,Gm48314,1
2937,,,,,,,,,,,-3.8994331139,,-3.8994331139,,Fmod,1
2938,,,,,,,,,,,-0.5789424627,,-0.5789424627,,Ube2c,1
2939,-3.0768176311,,,,,,,,,,,,-3.0768176311,,Sptbn1,1
2940,2.2129494478,,,,,,,,,,,,2.2129494478,,Ctcf,1
2941,-0.262788969,,,,,,,,,,,,-0.262788969,,Olfm3,1
2942,,,,,,,,,,,-2.3741594211,,-2.3741594211,,Irs1,1
2943,,,,,,,,,0.9674896691,,,,0.9674896691,,Wfdc17,1
2944,,,,,,,,,,,-0.5752436627,,-0.5752436627,,Ncapd2,1
2945,,,,,,,,,,,-1.9498511252,,-1.9498511252,,Gm26189,1
2946,0.5724654883,,,,,,,,,,,,0.5724654883,,Idh3a,1
2948,,,,0.6363250593,,,,,,,,,0.6363250593,,Ccdc112,1
2949,2.306877928,,,,,,,,,,,,2.306877928,,Ugcg,1
2950,-2.0330079264,,,,,,,,,,,,-2.0330079264,,Thap7,1
2951,-1.0511058794,,,,,,,,,,,,-1.0511058794,,Timm50,1
2952,,,,,3.1406092529,,,,,,,,3.1406092529,,Galnt18,1
2953,,,,,,,,,,,1.3555576724,,1.3555576724,,Gm38157,1
2954,,,,,,,,,,,1.0348660338,,1.0348660338,,Tmem221,1
2955,,,-0.2571692936,,,,,,,,,,-0.2571692936,,Aacs,1
2956,,,,,,,,,,,-2.2174801403,,-2.2174801403,,Gm46349,1
2957,,,,,,,,,,,-2.1135618463,,-2.1135618463,,Gm26440,1
2958,3.3432752046,,,,,,,,,,,,3.3432752046,,Tspan14,1
2959,,,,,,,,,,,-0.7470784629,,-0.7470784629,,Aspm,1
2960,-0.8486864156,,,,,,,,,,,,-0.8486864156,,Abcf3,1
2961,1.0130836174,,,,,,,,,,,,1.0130836174,,Tie1,1
2962,,,,,,,,,,,0.6006688863,,0.6006688863,,Pabpc4l,1
2963,,,,,,,,,-0.6603035317,,,,-0.6603035317,,Mir15a,1
2964,,,,,,-0.8223637131,,,,,,,-0.8223637131,,Lcorl,1
2965,1.7685872106,,,,,,,,,,,,1.7685872106,,Ythdf1,1
2967,,,,,,,,,,,1.3698864262,,1.3698864262,,n-R5s215,1
2968,,,,,,,,,,,-2.9029993235,,-2.9029993235,,H2bc7,1
2969,,,,,,,,,,,1.2295227824,,1.2295227824,,Gm16348,1
2970,-1.1440621901,,,,,,,,,,,,-1.1440621901,,Htra2,1
2972,-0.8035147444,,,,,,,,,,,,-0.8035147444,,Epb41l1,1
2973,,,,,,,,,,,1.6792795984,,1.6792795984,,Sel1l3,1
2974,,,,,,,,,,,-1.4076802194,,-1.4076802194,,Pald1,1
2975,,,,,,,,,,,-0.5027369869,,-0.5027369869,,Vps9d1,1
2976,-1.2742873638,,,,,,,,,,,,-1.2742873638,,Hax1,1
2977,,,,,,,,,,,0.9162752007,,0.9162752007,,Zmynd15,1
2978,3.9400546166,,,,,,,,,,,,3.9400546166,,Mlf2,1
2979,-1.152984463,,,,,,,,,,,,-1.152984463,,Scrib,1
2980,0.1915219849,,,,,,,,,,,,0.1915219849,,Glo1,1
2981,1.8269237823,,,,,,,,,,,,1.8269237823,,Sppl2a,1
2982,,,,,,,,,,,0.7177401582,,0.7177401582,,Zfp964,1
2983,,,,,,,,,,,1.2206794277,,1.2206794277,,Snhg18,1
2984,,,,,-1.8315068613,,,,,,,,-1.8315068613,,Alox5,1
2985,,,,,-2.2070438591,,,,,,,,-2.2070438591,,Ighm,1
2986,,,,,-2.9007595371,,,,,,,,-2.9007595371,,Ifit3b,1
2987,1.1988923864,,,,,,,,,,,,1.1988923864,,Cct7,1
2988,,,,,,,,,,,0.5617049165,,0.5617049165,,Btg1,1
2989,,,,,,,,,,,-1.150199281,,-1.150199281,,Cbln1,1
2990,,,,,,,,,,,-0.5463206573,,-0.5463206573,,Runx3,1
2991,,,,,,,,,,,-1.2351724845,,-1.2351724845,,Gm43421,1
2992,0.7273824021,,,,,,,,,,,,0.7273824021,,Blmh,1
2993,,,,,,,,,,,0.6759079287,,0.6759079287,,Cpd,1
2994,0.966288299,,,,,,,,,,,,0.966288299,,Aig1,1
2995,,,,,,,,,,,-1.4561324563,,-1.4561324563,,Pdzk1,1
2996,,,,,,,,,,,0.4713103084,,0.4713103084,,Impad1,1
2997,-0.4892589866,,,,,,,,,,,,-0.4892589866,,Sept4,1
2998,-1.1623022578,,,,,,,,,,,,-1.1623022578,,Gmpr,1
2999,,,,,,,,,,,-1.1073389934,,-1.1073389934,,Slc2a4,1
3000,,,,,,,,,,,-0.4129745308,,-0.4129745308,,Top3a,1
3001,-1.1389031708,,,,,,,,,,,,-1.1389031708,,Trim12a,1
3002,,,,1.3672433341,,,,,,,,,1.3672433341,,4930550C14Rik,1
3003,,,,,-5.8387234869,,,,,,,,-5.8387234869,,Gm29112,1
3004,,,,,,,,,,,-1.062913741,,-1.062913741,,Gm37139,1
3005,-2.9612886486,,,,,,,,,,,,-2.9612886486,,E4f1,1
3006,,,,,-0.9419025229,,,,,,,,-0.9419025229,,Fcer1g,1
3007,-0.8026593465,,,,,,,,,,,,-0.8026593465,,Supt16,1
3008,,,,,-0.5798936551,,,,,,,,-0.5798936551,,Ppp2r3a,1
3009,-1.8135491088,,,,,,,,,,,,-1.8135491088,,Irf3,1
3010,,,,,,,,,,,1.6471602311,,1.6471602311,,Miat,1
3011,,,,,,,-0.775645124575002,,,,,,-0.775645124575002,,Zfp637,1
3012,2.5426643934,,,,,,,,,,,,2.5426643934,,Rbm25,1
3013,,,,,,,,,,,-0.8314362786,,-0.8314362786,,Ppbp,1
3014,-1.0130286913,,,,,,,,,,,,-1.0130286913,,Nop56,1
3015,-1.3755437375,,,,,,,,,,,,-1.3755437375,,Nop10,1
3016,-1.0834619813,,,,,,,,,,,,-1.0834619813,,Sft2d1,1
3017,,,,,,,,,,,-1.0862554799,,-1.0862554799,,Gm37915,1
3018,4.697152987,,,,,,,,,,,,4.697152987,,Cct3,1
3020,1.2572482885,,,,,,,,,,,,1.2572482885,,Ikbkg,1
3021,0.5775467585,,,,,,,,,,,,0.5775467585,,Rnf146,1
3023,,,,,,,,,,,-0.5571240775,,-0.5571240775,,Cbx2,1
3024,,,,,0.5902868251,,,,,,,,0.5902868251,,Tank,1
3025,-3.047645358,,,,,,,,,,,,-3.047645358,,Rrad,1
3026,-1.5582214425,,,,,,,,,,,,-1.5582214425,,Ntan1,1
3027,4.5265503526,,,,,,,,,,,,4.5265503526,,Smarca5,1
3029,,,,,0.6033902321,,,,,,,,0.6033902321,,Gnptg,1
3030,,,,,2.6959089073,,,,,,,,2.6959089073,,Gm42460,1
3031,-0.6936213395,,,,,,,,,,,,-0.6936213395,,Parp2,1
3032,-2.3170764939,,,,,,,,,,,,-2.3170764939,,Trim39,1
3033,,,,,,,,,,,-1.9311171748,,-1.9311171748,,Gm43215,1
3034,,,,,,,,,0.6199973691,,,,0.6199973691,,Socs6,1
3035,,,,,,,,,,,0.4272931265,,0.4272931265,,Tgtp2,1
3036,-0.346078057,,,,,,,,,,,,-0.346078057,,Akr1d1,1
3037,-0.7419549767,,,,,,,,,,,,-0.7419549767,,Rbm42,1
3038,,,,,,,,,,,1.5621617042,,1.5621617042,,Slc2a6,1
3039,3.4740262275,,,,,,,,,,,,3.4740262275,,Ppm1a,1
3040,,,,,,,,,,,1.0714569109,,1.0714569109,,Gm14698,1
3041,-0.8573654058,,,,,,,,,,,,-0.8573654058,,Acaa1a,1
3042,,,,,,,,,,,0.6260555033,,0.6260555033,,Foxa3,1
3043,1.0919629115,,,,,,,,,,,,1.0919629115,,Acot10,1
3044,,,,0.7258770939,,,,,,,,,0.7258770939,,Kif16b,1
3045,,,,,,,,,-0.8442788074,,,,-0.8442788074,,Phldb2,1
3046,0.9306888205,,,,,,,,,,,,0.9306888205,,Prmt6,1
3047,,,,,,,,,,,0.709025754,,0.709025754,,Asb16,1
3048,,,,0.5554037525,,,,,,,,,0.5554037525,,Fgd5,1
3049,1.2265605588,,,,,,,,,,,,1.2265605588,,Lamp3,1
3050,,,,,,,,,,,-0.4940718952,,-0.4940718952,,Adgrg3,1
3051,,,,,,,,,,,-1.1482464235,,-1.1482464235,,Smarca5-ps,1
3052,-0.1757371903,,,,,,,,,,,,-0.1757371903,,Stk31,1
3053,-0.2170743106,,,,,,,,,,,,-0.2170743106,,Gbf1,1
3054,0.1766108068,,,,,,,,,,,,0.1766108068,,Memo1,1
3055,,,,,,,,,,,-1.287186217,,-1.287186217,,Gm45867,1
3056,0.3957708813,,,,,,,,,,,,0.3957708813,,Rnf26,1
3057,,,,,,,,,,,4.4354198409,,4.4354198409,,Ighv1-77,1
3058,,,,,,,,,-0.4934736373,,,,-0.4934736373,,Mir92b,1
3059,,,,,,,,,-0.4721425211,,,,-0.4721425211,,Tet1,1
3060,,,,,1.1687195162,,,,,,,,1.1687195162,,Gm21814,1
3061,,,,,,,,,,,-0.7666346198,,-0.7666346198,,Clic3,1
3062,,,,,,,,,,,-2.7352235202,,-2.7352235202,,Sparcl1,1
3063,,,,,0.5979349644,,,,,,,,0.5979349644,,Csf3r,1
3064,,,,,,,,,,,-0.4808762689,,-0.4808762689,,Xrcc1,1
3065,,,,,,,,,,,-1.3454190226,,-1.3454190226,,Grem1,1
3066,,,,,,,-1.04244135804167,,,,,,-1.04244135804167,,Usp10,1
3067,-1.873512755,,,,,,,,,,,,-1.873512755,,Mrps26,1
3068,,,,,,,,,,,,1.9352031566,1.9352031566,,Fosb,1
3069,,,,,,,,,,,3.8243036675,,3.8243036675,,Gm22747,1
3070,-0.528662763,,,,,,,,,,,,-0.528662763,,Praf2,1
3071,,,,,,,,,,,0.7234758856,,0.7234758856,,Abcc3,1
3072,-1.59211847,,,,,,,,,,,,-1.59211847,,Las1l,1
3073,,,,,1.0830385817,,,,,,,,1.0830385817,,Klf8,1
3074,,,,,,,,,,,-0.5000742245,,-0.5000742245,,Tnik,1
3075,,,,,,,,,,,0.9744059269,,0.9744059269,,Rasd1,1
3076,,,,,,,,,,,5.2967721574,,5.2967721574,,Igkv3-5,1
3077,,,,,,,,,,,-0.5529297143,,-0.5529297143,,Cdk5rap2,1
3078,,,,,,-1.3431500709,,,,,,,-1.3431500709,,Isg15,1
3079,1.6056862714,,,,,,,,,,,,1.6056862714,,Stam,1
3080,,,,,,,,,,,-1.5778562823,,-1.5778562823,,Gm20796,1
3081,-1.9637859743,,,,,,,,,,,,-1.9637859743,,Cir1,1
3082,,,,,,,,,,,1.3976320701,,1.3976320701,,Spata16,1
3083,,,,,-1.9517282877,,,,,,,,-1.9517282877,,Enho,1
3084,,,,,,,,,,,0.6173262437,,0.6173262437,,Tmx4,1
3085,,,,,,,,,,,0.5008464955,,0.5008464955,,4933431E20Rik,1
3086,,,,,,,,,,,-0.490187581,,-0.490187581,,Ncaph,1
3087,,,,,0.6038105239,,,,,,,,0.6038105239,,Pdgfrb,1
3088,-2.007369689,,,,,,,,,,,,-2.007369689,,Chmp6,1
3089,,,,,,,,,,,-2.6788776839,,-2.6788776839,,Gm24991,1
3090,,,,,,,,,,,-1.4226393503,,-1.4226393503,,Gm16793,1
3091,,,,,,,,,,,-1.0675372226,,-1.0675372226,,Nrn1l,1
3092,,,,,,,,,,,0.7242242593,,0.7242242593,,1700003E16Rik,1
3093,,,,,,,,,,,0.974717407,,0.974717407,,Nkpd1,1
3094,0.7741206122,,,,,,,,,,,,0.7741206122,,Atxn2,1
3095,,,,,,,,,,,1.144632004,,1.144632004,,Abcc2,1
3096,-1.604135581,,,,,,,,,,,,-1.604135581,,Tnrc6a,1
3097,,,,,,,,,,,0.8836166343,,0.8836166343,,Gm37844,1
3098,,,,,-7.8025567013,,,,,,,,-7.8025567013,,Vcan,1
3099,,,,,,,,,,,1.5809024499,,1.5809024499,,4930534D22Rik,1
3100,,,,,,,,,,,-2.902830712,,-2.902830712,,Fbxo39,1
3101,,,,,,,,,,,0.5337728953,,0.5337728953,,Katnbl1,1
3102,,,,,,,,,,,0.5152454064,,0.5152454064,,Dusp3,1
3103,-1.6038678675,,,,,,,,,,,,-1.6038678675,,Prelid1,1
3104,,,-0.2643384644,,,,,,,,,,-0.2643384644,,Tsen54,1
3105,,,,,,,,,,,0.6781448966,,0.6781448966,,Mapk8ip1,1
3106,,,,,,,,,,,-1.6477096606,,-1.6477096606,,Snord65,1
3107,-1.8937287979,,,,,,,,,,,,-1.8937287979,,Smpd2,1
3108,,,,,,,,,,,-1.2443686938,,-1.2443686938,,Gm18014,1
3109,-1.4788148426,,,,,,,,,,,,-1.4788148426,,Rpp21,1
3110,-1.9990406576,,,,,,,,,,,,-1.9990406576,,Fam96b,1
3111,,,,,,,,,,,3.5849175126,,3.5849175126,,Igkv9-120,1
3112,-1.5408941306,,,,,,,,,,,,-1.5408941306,,Vps11,1
3114,0.888680955,,,,,,,,,,,,0.888680955,,Sptssa,1
3115,,,,,,,,,,,0.9645687703,,0.9645687703,,Ank3,1
3116,,,,,,,,,,,-1.362985013,,-1.362985013,,Prss50,1
3117,,,,,,,,,,,1.4331876177,,1.4331876177,,Gm20091,1
3118,,,,,,,,,-0.4631640103,,,,-0.4631640103,,Kcnrg,1
3119,,,,,,,,,,,-3.2387225567,,-3.2387225567,,Gm10717,1
3120,-0.2436504011,,,,,,,,,,,,-0.2436504011,,Col9a3,1
3121,,,,0.6042535081,,,,,,,,,0.6042535081,,Dync1i1,1
3122,,,,,,,-0.821922991525003,,,,,,-0.821922991525003,,Mrps30,1
3123,,,,,,,,,,,-0.8069045181,,-0.8069045181,,Cep152,1
3124,-2.7054493376,,,,,,,,,,,,-2.7054493376,,Dctn1,1
3125,,,,,-7.7199455338,,,,,,,,-7.7199455338,,Gm44283,1
3126,1.6979579878,,,,,,,,,,,,1.6979579878,,Mapk1,1
3127,2.1406964011,,,,,,,,,,,,2.1406964011,,Ppat,1
3129,-0.2080112814,,,,,,,,,,,,-0.2080112814,,Ppp1r42,1
3130,,,,,,,,,,,0.6508058615,,0.6508058615,,Wfdc2,1
3131,,,,,,,,,,,-2.1135372021,,-2.1135372021,,Gm17976,1
3132,1.4334143239,,,,,,,,,,,,1.4334143239,,Ubqln1,1
3133,,,,,,,,,,,-0.5970310581,,-0.5970310581,,Zgrf1,1
3134,,,,,,,,,,,-3.7637378676,,-3.7637378676,,Scarletltr,1
3135,-1.9285373081,,,,,,,,,,,,-1.9285373081,,Pagr1a,1
3136,,,,,-1.0982052118,,,,,,,,-1.0982052118,,Pink1,1
3137,1.6814711396,,,,,,,,,,,,1.6814711396,,Cnn3,1
3138,-0.166439507,,,,,,,,,,,,-0.166439507,,Kdm8,1
3139,,,,,,,,,,,-0.445761842,,-0.445761842,,Apobr,1
3140,,,,,-0.754158916,,,,,,,,-0.754158916,,Mbd3,1
3141,,,,,,,,,,,2.1512790155,,2.1512790155,,Aass,1
3142,-1.0187187524,,,,,,,,,,,,-1.0187187524,,Bambi,1
3143,,,,,,,,,,,0.4915949619,,0.4915949619,,Tgfbr1,1
3144,-1.7561092636,,,,,,,,,,,,-1.7561092636,,Hip1r,1
3145,,,,,,,,,,,1.7441605757,,1.7441605757,,Gm13404,1
3146,,,,,-1.2376426786,,,,,,,,-1.2376426786,,Slain2,1
3147,,,,,,,,,,,-1.0788361112,,-1.0788361112,,Gm15872,1
3148,,,,,,,,,,,6.2735872147,,6.2735872147,,Igkv6-32,1
3149,,,,,-2.1478435167,,,,,,,,-2.1478435167,,6430548M08Rik,1
3150,1.3428721971,,,,,,,,,,,,1.3428721971,,Gltp,1
3151,,,,,-1.1874573753,,,,,,,,-1.1874573753,,Plekhn1,1
3152,,,-0.3430335037,,,,,,,,,,-0.3430335037,,Spryd4,1
3153,,,,,,,,,,,0.7850963415,,0.7850963415,,Gm15564,1
3154,,,,,,,,,,,0.4210096155,,0.4210096155,,Ptpn4,1
3155,-1.7408254466,,,,,,,,,,,,-1.7408254466,,Aak1,1
3156,,,,,,,,,,,-1.7926158311,,-1.7926158311,,Foxf2,1
3157,-1.3453657891,,,,,,,,,,,,-1.3453657891,,Caprin2,1
3158,,,,,,,,,,,1.4950652081,,1.4950652081,,Pcdhb3,1
3159,,,,,,,,,,,-0.6698117595,,-0.6698117595,,Tent5a,1
3160,,,,,,,,,,,-1.6621866989,,-1.6621866989,,Atoh8,1
3161,,,,,,,,,,,-0.7454284131,,-0.7454284131,,Lrp1,1
3162,,,,,-1.0217514958,,,,,,,,-1.0217514958,,Cbx4,1
3163,1.2738998791,,,,,,,,,,,,1.2738998791,,Emb,1
3165,,,,,,,,,,,1.3368504383,,1.3368504383,,Tlr9,1
3166,,,,,,,,,,,-0.6442427066,,-0.6442427066,,Cntrob,1
3167,-0.6255503514,,,,,,,,,,,,-0.6255503514,,Wdr6,1
3168,0.7687346627,,,,,,,,,,,,0.7687346627,,Apc,1
3169,,,,,,,,,,,-0.6747709668,,-0.6747709668,,Clspn,1
3170,-0.868654573,,,,,,,,,,,,-0.868654573,,Clk2,1
3171,,,-0.2760697365,,,,,,,,,,-0.2760697365,,Gm4902,1
3172,,,,,,,,,,,0.4433341007,,0.4433341007,,Ankrd63,1
3173,-1.4452292238,,,,,,,,,,,,-1.4452292238,,Trp53inp2,1
3174,,,,,,,,,,,1.8499990013,,1.8499990013,,Ttc9,1
3175,,,,,,,,,,,1.8666288166,,1.8666288166,,Gm38186,1
3176,-0.9701578108,,,,,,,,,,,,-0.9701578108,,Tpr,1
3177,,,-0.2790022812,,,,,,,,,,-0.2790022812,,Irf5,1
3178,,,,,,,,,,,-1.0899275754,,-1.0899275754,,Gm11614,1
3179,,,,,,,,,,,0.6969349963,,0.6969349963,,Gm13341,1
3180,-1.3345985441,,,,,,,,,,,,-1.3345985441,,Card19,1
3181,-0.9862204625,,,,,,,,,,,,-0.9862204625,,Vps33b,1
3182,,,,,-2.534770483,,,,,,,,-2.534770483,,Tnni2,1
3183,,,,,,,,,0.571482779,,,,0.571482779,,Kif21a,1
3184,1.4874165465,,,,,,,,,,,,1.4874165465,,Slk,1
3185,,,,0.7382415056,,,,,,,,,0.7382415056,,Zdhhc17,1
3186,,,,,,,,,,,0.4423233629,,0.4423233629,,Dsel,1
3187,,,,,,,,,,,0.4329640838,,0.4329640838,,Spint2,1
3188,1.6529097329,,,,,,,,,,,,1.6529097329,,Stxbp1,1
3189,-2.7138778024,,,,,,,,,,,,-2.7138778024,,Phka2,1
3190,1.8085574724,,,,,,,,,,,,1.8085574724,,Ypel5,1
3191,,,,,,,,,,,1.7976844717,,1.7976844717,,1700012I11Rik,1
3192,1.8820245053,,,,,,,,,,,,1.8820245053,,Tsr1,1
3193,,,0.262982433,,,,,,,,,,0.262982433,,Junb,1
3194,,,,,,,,,,,2.1763885567,,2.1763885567,,2310069B03Rik,1
3195,1.8854245774,,,,,,,,,,,,1.8854245774,,Pmaip1,1
3196,,,,,,-1.6322683238,,,,,,,-1.6322683238,,Evl,1
3197,,,,,,,,,,,-0.4955796964,,-0.4955796964,,Tanc2,1
3198,,,,,8.1605316467,,,,,,,,8.1605316467,,Dzip1l,1
3199,,,,,-0.8759327873,,,,,,,,-0.8759327873,,Zfp592,1
3200,1.8040776393,,,,,,,,,,,,1.8040776393,,Aftph,1
3201,2.3314955881,,,,,,,,,,,,2.3314955881,,Skap2,1
3202,,,,-0.9572484536,,,,,,,,,-0.9572484536,,Prim2,1
3203,,,,,,,,,,,0.83093341,,0.83093341,,She,1
3204,2.0176633969,,,,,,,,,,,,2.0176633969,,Tiprl,1
3205,,,,,,,,,,,-2.5564026915,,-2.5564026915,,Gm14119,1
3206,-2.0380212588,,,,,,,,,,,,-2.0380212588,,Tead2,1
3207,,,,,,,,,,,-2.0569424249,,-2.0569424249,,Sulf1,1
3208,,,,,,,-0.924447180416669,,,,,,-0.924447180416669,,Cd36,1
3209,,,,,,,,,,,-1.3169529124,,-1.3169529124,,Gm26692,1
3210,,,,,,,,,,,-2.1330372468,,-2.1330372468,,Sptb,1
3211,,,,,,,,,,,0.9905471699,,0.9905471699,,4932438H23Rik,1
3212,,,,,,,,,,,2.1728376869,,2.1728376869,,Scrt2,1
3213,,,,0.6596644827,,,,,,,,,0.6596644827,,Insr,1
3214,,,,,,,,,,,1.4609731673,,1.4609731673,,Gm42486,1
3215,,,,,,,,,,,-0.8126800523,,-0.8126800523,,Fgf3,1
3216,-1.8434476304,,,,,,,,,,,,-1.8434476304,,Mrpl43,1
3217,-0.96558144,,,,,,,,,,,,-0.96558144,,Pld3,1
3218,3.8232893748,,,,,,,,,,,,3.8232893748,,Tgs1,1
3220,,,,,,,,,,,0.4744628504,,0.4744628504,,Fpgt,1
3221,,,,,,,,,,,-0.7572332634,,-0.7572332634,,Gm28512,1
3222,,,,,,,,,,,-3.6026170247,,-3.6026170247,,Gm10722,1
3223,,,,,,,,,,,0.8716848757,,0.8716848757,,Sox18,1
3224,,,,,,,,,,,0.4163976739,,0.4163976739,,Pdlim1,1
3225,,,,,,,,,,,1.6114458348,,1.6114458348,,Xlr3a,1
3226,-1.0135552005,,,,,,,,,,,,-1.0135552005,,Slc44a2,1
3227,,,,,,,,,,,-1.405681054,,-1.405681054,,Gm37678,1
3228,,,,,-0.8719424698,,,,,,,,-0.8719424698,,Gsr,1
3229,,,,0.5680914188,,,,,,,,,0.5680914188,,Ank,1
3230,1.1687818629,,,,,,,,,,,,1.1687818629,,Mob1a,1
